sample_index,elapsed_seconds,timestamp,raw_adc
477,42.969000,2026-09-08T10:51:35.847+08:00,2052
478,43.000000,2026-09-08T10:51:35.878+08:00,2050
479,43.032000,2026-09-08T10:51:35.910+08:00,2051
480,43.047000,2026-09-08T10:51:35.925+08:00,2050
481,43.078000,2026-09-08T10:51:35.956+08:00,2053
482,43.110000,2026-09-08T10:51:35.988+08:00,2053
483,43.125000,2026-09-08T10:51:36.003+08:00,2059
484,43.157000,2026-09-08T10:51:36.035+08:00,2061
485,43.188000,2026-09-08T10:51:36.066+08:00,2060
486,43.203000,2026-09-08T10:51:36.081+08:00,2064
487,43.235000,2026-09-08T10:51:36.113+08:00,2068
488,43.266000,2026-09-08T10:51:36.144+08:00,2068
489,43.282000,2026-09-08T10:51:36.160+08:00,2069
490,43.313000,2026-09-08T10:51:36.191+08:00,2066
491,43.344000,2026-09-08T10:51:36.222+08:00,2071
492,43.360000,2026-09-08T10:51:36.238+08:00,2070
493,43.391000,2026-09-08T10:51:36.269+08:00,2073
494,43.422000,2026-09-08T10:51:36.300+08:00,2069
495,43.438000,2026-09-08T10:51:36.316+08:00,2066
496,43.469000,2026-09-08T10:51:36.347+08:00,2064
497,43.500000,2026-09-08T10:51:36.378+08:00,2063
498,43.516000,2026-09-08T10:51:36.394+08:00,2063
499,43.547000,2026-09-08T10:51:36.425+08:00,2065
500,43.578000,2026-09-08T10:51:36.456+08:00,2064
501,43.594000,2026-09-08T10:51:36.472+08:00,2065
502,43.625000,2026-09-08T10:51:36.503+08:00,2066
503,43.657000,2026-09-08T10:51:36.535+08:00,2071
504,43.672000,2026-09-08T10:51:36.550+08:00,2068
505,43.703000,2026-09-08T10:51:36.581+08:00,2070
506,43.735000,2026-09-08T10:51:36.613+08:00,2071
507,43.750000,2026-09-08T10:51:36.628+08:00,2071
508,43.782000,2026-09-08T10:51:36.660+08:00,2070
509,43.813000,2026-09-08T10:51:36.691+08:00,2070
510,43.828000,2026-09-08T10:51:36.706+08:00,2071
511,43.860000,2026-09-08T10:51:36.738+08:00,2070
512,43.875000,2026-09-08T10:51:36.753+08:00,2074
513,43.907000,2026-09-08T10:51:36.785+08:00,2069
514,43.938000,2026-09-08T10:51:36.816+08:00,2069
515,43.953000,2026-09-08T10:51:36.831+08:00,2068
516,43.985000,2026-09-08T10:51:36.863+08:00,2064
517,44.016000,2026-09-08T10:51:36.894+08:00,2061
518,44.032000,2026-09-08T10:51:36.910+08:00,2061
519,44.063000,2026-09-08T10:51:36.941+08:00,2061
520,44.094000,2026-09-08T10:51:36.972+08:00,2061
521,44.110000,2026-09-08T10:51:36.988+08:00,2065
522,44.141000,2026-09-08T10:51:37.019+08:00,2064
523,44.172000,2026-09-08T10:51:37.050+08:00,2069
524,44.188000,2026-09-08T10:51:37.066+08:00,2070
525,44.219000,2026-09-08T10:51:37.097+08:00,2071
526,44.250000,2026-09-08T10:51:37.128+08:00,2074
527,44.266000,2026-09-08T10:51:37.144+08:00,2072
528,44.297000,2026-09-08T10:51:37.175+08:00,2070
529,44.328000,2026-09-08T10:51:37.206+08:00,2074
530,44.344000,2026-09-08T10:51:37.222+08:00,2073
531,44.375000,2026-09-08T10:51:37.253+08:00,2073
532,44.407000,2026-09-08T10:51:37.285+08:00,2073
533,44.422000,2026-09-08T10:51:37.300+08:00,2076
534,44.453000,2026-09-08T10:51:37.331+08:00,2071
535,44.485000,2026-09-08T10:51:37.363+08:00,2073
536,44.500000,2026-09-08T10:51:37.378+08:00,2072
537,44.532000,2026-09-08T10:51:37.410+08:00,2073
538,44.563000,2026-09-08T10:51:37.441+08:00,2072
539,44.578000,2026-09-08T10:51:37.456+08:00,2073
540,44.610000,2026-09-08T10:51:37.488+08:00,2073
541,44.641000,2026-09-08T10:51:37.519+08:00,2078
542,44.657000,2026-09-08T10:51:37.535+08:00,2078
543,44.688000,2026-09-08T10:51:37.566+08:00,2081
544,44.719000,2026-09-08T10:51:37.597+08:00,2084
545,44.735000,2026-09-08T10:51:37.613+08:00,2084
546,44.766000,2026-09-08T10:51:37.644+08:00,2091
547,44.797000,2026-09-08T10:51:37.675+08:00,2091
548,44.813000,2026-09-08T10:51:37.691+08:00,2092
549,44.844000,2026-09-08T10:51:37.722+08:00,2091
550,44.875000,2026-09-08T10:51:37.753+08:00,2091
551,44.891000,2026-09-08T10:51:37.769+08:00,2093
552,44.922000,2026-09-08T10:51:37.800+08:00,2091
553,44.953000,2026-09-08T10:51:37.831+08:00,2090
554,44.969000,2026-09-08T10:51:37.847+08:00,2093
555,45.000000,2026-09-08T10:51:37.878+08:00,2088
556,45.032000,2026-09-08T10:51:37.910+08:00,2087
557,45.047000,2026-09-08T10:51:37.925+08:00,2087
558,45.078000,2026-09-08T10:51:37.956+08:00,2086
559,45.110000,2026-09-08T10:51:37.988+08:00,2088
560,45.125000,2026-09-08T10:51:38.003+08:00,2087
561,45.157000,2026-09-08T10:51:38.035+08:00,2093
562,45.188000,2026-09-08T10:51:38.066+08:00,2090
563,45.203000,2026-09-08T10:51:38.081+08:00,2092
564,45.235000,2026-09-08T10:51:38.113+08:00,2095
565,45.266000,2026-09-08T10:51:38.144+08:00,2096
566,45.282000,2026-09-08T10:51:38.160+08:00,2094
567,45.313000,2026-09-08T10:51:38.191+08:00,2096
568,45.344000,2026-09-08T10:51:38.222+08:00,2099
569,45.360000,2026-09-08T10:51:38.238+08:00,2101
570,45.391000,2026-09-08T10:51:38.269+08:00,2100
571,45.422000,2026-09-08T10:51:38.300+08:00,2099
572,45.438000,2026-09-08T10:51:38.316+08:00,2100
573,45.469000,2026-09-08T10:51:38.347+08:00,2098
574,45.500000,2026-09-08T10:51:38.378+08:00,2096
575,45.516000,2026-09-08T10:51:38.394+08:00,2100
576,45.547000,2026-09-08T10:51:38.425+08:00,2094
577,45.578000,2026-09-08T10:51:38.456+08:00,2094
578,45.594000,2026-09-08T10:51:38.472+08:00,2092
579,45.625000,2026-09-08T10:51:38.503+08:00,2092
580,45.657000,2026-09-08T10:51:38.535+08:00,2091
581,45.672000,2026-09-08T10:51:38.550+08:00,2094
582,45.703000,2026-09-08T10:51:38.581+08:00,2093
583,45.735000,2026-09-08T10:51:38.613+08:00,2094
584,45.750000,2026-09-08T10:51:38.628+08:00,2095
585,45.782000,2026-09-08T10:51:38.660+08:00,2098
586,45.813000,2026-09-08T10:51:38.691+08:00,2096
587,45.828000,2026-09-08T10:51:38.706+08:00,2097
588,45.860000,2026-09-08T10:51:38.738+08:00,2097
589,45.891000,2026-09-08T10:51:38.769+08:00,2097
590,45.907000,2026-09-08T10:51:38.785+08:00,2096
591,45.938000,2026-09-08T10:51:38.816+08:00,2095
592,45.969000,2026-09-08T10:51:38.847+08:00,2096
593,45.985000,2026-09-08T10:51:38.863+08:00,2092
594,46.016000,2026-09-08T10:51:38.894+08:00,2093
595,46.047000,2026-09-08T10:51:38.925+08:00,2090
596,46.063000,2026-09-08T10:51:38.941+08:00,2089
597,46.094000,2026-09-08T10:51:38.972+08:00,2088
598,46.125000,2026-09-08T10:51:39.003+08:00,2086
599,46.141000,2026-09-08T10:51:39.019+08:00,2087
600,46.172000,2026-09-08T10:51:39.050+08:00,2086
601,46.203000,2026-09-08T10:51:39.081+08:00,2090
602,46.219000,2026-09-08T10:51:39.097+08:00,2090
603,46.250000,2026-09-08T10:51:39.128+08:00,2093
604,46.282000,2026-09-08T10:51:39.160+08:00,2095
605,46.297000,2026-09-08T10:51:39.175+08:00,2094
606,46.328000,2026-09-08T10:51:39.206+08:00,2093
607,46.360000,2026-09-08T10:51:39.238+08:00,2094
608,46.375000,2026-09-08T10:51:39.253+08:00,2092
609,46.407000,2026-09-08T10:51:39.285+08:00,2095
610,46.438000,2026-09-08T10:51:39.316+08:00,2094
611,46.453000,2026-09-08T10:51:39.331+08:00,2090
612,46.485000,2026-09-08T10:51:39.363+08:00,2089
613,46.516000,2026-09-08T10:51:39.394+08:00,2090
614,46.532000,2026-09-08T10:51:39.410+08:00,2085
615,46.563000,2026-09-08T10:51:39.441+08:00,2082
616,46.594000,2026-09-08T10:51:39.472+08:00,2079
617,46.610000,2026-09-08T10:51:39.488+08:00,2074
618,46.641000,2026-09-08T10:51:39.519+08:00,2073
619,46.672000,2026-09-08T10:51:39.550+08:00,2072
620,46.688000,2026-09-08T10:51:39.566+08:00,2070
621,46.719000,2026-09-08T10:51:39.597+08:00,2069
622,46.750000,2026-09-08T10:51:39.628+08:00,2070
623,46.766000,2026-09-08T10:51:39.644+08:00,2069
624,46.797000,2026-09-08T10:51:39.675+08:00,2069
625,46.828000,2026-09-08T10:51:39.706+08:00,2068
626,46.844000,2026-09-08T10:51:39.722+08:00,2068
627,46.875000,2026-09-08T10:51:39.753+08:00,2063
628,46.907000,2026-09-08T10:51:39.785+08:00,2064
629,46.922000,2026-09-08T10:51:39.800+08:00,2062
630,46.953000,2026-09-08T10:51:39.831+08:00,2061
631,46.985000,2026-09-08T10:51:39.863+08:00,2060
632,47.000000,2026-09-08T10:51:39.878+08:00,2058
633,47.032000,2026-09-08T10:51:39.910+08:00,2053
634,47.063000,2026-09-08T10:51:39.941+08:00,2053
635,47.078000,2026-09-08T10:51:39.956+08:00,2054
636,47.110000,2026-09-08T10:51:39.988+08:00,2048
637,47.125000,2026-09-08T10:51:40.003+08:00,2045
638,47.157000,2026-09-08T10:51:40.035+08:00,2049
639,47.188000,2026-09-08T10:51:40.066+08:00,2043
640,47.203000,2026-09-08T10:51:40.081+08:00,2047
641,47.235000,2026-09-08T10:51:40.113+08:00,2046
642,47.266000,2026-09-08T10:51:40.144+08:00,2049
643,47.282000,2026-09-08T10:51:40.160+08:00,2044
644,47.313000,2026-09-08T10:51:40.191+08:00,2049
645,47.344000,2026-09-08T10:51:40.222+08:00,2044
646,47.360000,2026-09-08T10:51:40.238+08:00,2046
647,47.391000,2026-09-08T10:51:40.269+08:00,2045
648,47.422000,2026-09-08T10:51:40.300+08:00,2046
649,47.438000,2026-09-08T10:51:40.316+08:00,2044
650,47.469000,2026-09-08T10:51:40.347+08:00,2042
651,47.500000,2026-09-08T10:51:40.378+08:00,2041
652,47.516000,2026-09-08T10:51:40.394+08:00,2039
653,47.547000,2026-09-08T10:51:40.425+08:00,2037
654,47.578000,2026-09-08T10:51:40.456+08:00,2033
655,47.594000,2026-09-08T10:51:40.472+08:00,2029
656,47.625000,2026-09-08T10:51:40.503+08:00,2026
657,47.657000,2026-09-08T10:51:40.535+08:00,2025
658,47.672000,2026-09-08T10:51:40.550+08:00,2023
659,47.703000,2026-09-08T10:51:40.581+08:00,2022
660,47.735000,2026-09-08T10:51:40.613+08:00,2018
661,47.750000,2026-09-08T10:51:40.628+08:00,2018
662,47.782000,2026-09-08T10:51:40.660+08:00,2021
663,47.813000,2026-09-08T10:51:40.691+08:00,2018
664,47.828000,2026-09-08T10:51:40.706+08:00,2023
665,47.860000,2026-09-08T10:51:40.738+08:00,2021
666,47.891000,2026-09-08T10:51:40.769+08:00,2020
667,47.907000,2026-09-08T10:51:40.785+08:00,2023
668,47.938000,2026-09-08T10:51:40.816+08:00,2024
669,47.969000,2026-09-08T10:51:40.847+08:00,2021
670,47.985000,2026-09-08T10:51:40.863+08:00,2022
671,48.016000,2026-09-08T10:51:40.894+08:00,2023
672,48.047000,2026-09-08T10:51:40.925+08:00,2025
673,48.063000,2026-09-08T10:51:40.941+08:00,2022
674,48.094000,2026-09-08T10:51:40.972+08:00,2021
675,48.125000,2026-09-08T10:51:41.003+08:00,2019
676,48.141000,2026-09-08T10:51:41.019+08:00,2018
677,48.172000,2026-09-08T10:51:41.050+08:00,2017
678,48.203000,2026-09-08T10:51:41.081+08:00,2014
679,48.219000,2026-09-08T10:51:41.097+08:00,2015
680,48.250000,2026-09-08T10:51:41.128+08:00,2013
681,48.282000,2026-09-08T10:51:41.160+08:00,2018
682,48.297000,2026-09-08T10:51:41.175+08:00,2017
683,48.328000,2026-09-08T10:51:41.206+08:00,2021
684,48.360000,2026-09-08T10:51:41.238+08:00,2020
685,48.375000,2026-09-08T10:51:41.253+08:00,2023
686,48.407000,2026-09-08T10:51:41.285+08:00,2024
687,48.438000,2026-09-08T10:51:41.316+08:00,2022
688,48.453000,2026-09-08T10:51:41.331+08:00,2026
689,48.485000,2026-09-08T10:51:41.363+08:00,2025
690,48.516000,2026-09-08T10:51:41.394+08:00,2025
691,48.532000,2026-09-08T10:51:41.410+08:00,2024
692,48.563000,2026-09-08T10:51:41.441+08:00,2024
693,48.594000,2026-09-08T10:51:41.472+08:00,2020
694,48.610000,2026-09-08T10:51:41.488+08:00,2024
695,48.641000,2026-09-08T10:51:41.519+08:00,2020
696,48.672000,2026-09-08T10:51:41.550+08:00,2016
697,48.688000,2026-09-08T10:51:41.566+08:00,2015
698,48.719000,2026-09-08T10:51:41.597+08:00,2014
699,48.750000,2026-09-08T10:51:41.628+08:00,2015
700,48.766000,2026-09-08T10:51:41.644+08:00,2014
701,48.797000,2026-09-08T10:51:41.675+08:00,2018
702,48.828000,2026-09-08T10:51:41.706+08:00,2018
703,48.844000,2026-09-08T10:51:41.722+08:00,2021
704,48.875000,2026-09-08T10:51:41.753+08:00,2023
705,48.907000,2026-09-08T10:51:41.785+08:00,2022
706,48.922000,2026-09-08T10:51:41.800+08:00,2026
707,48.953000,2026-09-08T10:51:41.831+08:00,2028
708,48.985000,2026-09-08T10:51:41.863+08:00,2027
709,49.000000,2026-09-08T10:51:41.878+08:00,2028
710,49.032000,2026-09-08T10:51:41.910+08:00,2030
711,49.063000,2026-09-08T10:51:41.941+08:00,2029
712,49.078000,2026-09-08T10:51:41.956+08:00,2031
713,49.110000,2026-09-08T10:51:41.988+08:00,2028
714,49.141000,2026-09-08T10:51:42.019+08:00,2027
715,49.157000,2026-09-08T10:51:42.035+08:00,2027
716,49.188000,2026-09-08T10:51:42.066+08:00,2022
717,49.219000,2026-09-08T10:51:42.097+08:00,2024
718,49.235000,2026-09-08T10:51:42.113+08:00,2024
719,49.266000,2026-09-08T10:51:42.144+08:00,2020
720,49.297000,2026-09-08T10:51:42.175+08:00,2018
721,49.313000,2026-09-08T10:51:42.191+08:00,2018
722,49.344000,2026-09-08T10:51:42.222+08:00,2021
723,49.375000,2026-09-08T10:51:42.253+08:00,2026
724,49.391000,2026-09-08T10:51:42.269+08:00,2023
725,49.422000,2026-09-08T10:51:42.300+08:00,2023
726,49.453000,2026-09-08T10:51:42.331+08:00,2024
727,49.469000,2026-09-08T10:51:42.347+08:00,2025
728,49.500000,2026-09-08T10:51:42.378+08:00,2023
729,49.532000,2026-09-08T10:51:42.410+08:00,2021
730,49.547000,2026-09-08T10:51:42.425+08:00,2022
731,49.578000,2026-09-08T10:51:42.456+08:00,2026
732,49.610000,2026-09-08T10:51:42.488+08:00,2023
733,49.625000,2026-09-08T10:51:42.503+08:00,2022
734,49.657000,2026-09-08T10:51:42.535+08:00,2022
735,49.688000,2026-09-08T10:51:42.566+08:00,2021
736,49.703000,2026-09-08T10:51:42.581+08:00,2022
737,49.735000,2026-09-08T10:51:42.613+08:00,2017
738,49.766000,2026-09-08T10:51:42.644+08:00,2017
739,49.782000,2026-09-08T10:51:42.660+08:00,2016
740,49.813000,2026-09-08T10:51:42.691+08:00,2019
741,49.844000,2026-09-08T10:51:42.722+08:00,2017
742,49.860000,2026-09-08T10:51:42.738+08:00,2018
743,49.891000,2026-09-08T10:51:42.769+08:00,2022
744,49.907000,2026-09-08T10:51:42.785+08:00,2023
745,49.938000,2026-09-08T10:51:42.816+08:00,2023
746,49.969000,2026-09-08T10:51:42.847+08:00,2023
747,50.000000,2026-09-08T10:51:42.878+08:00,2024
748,50.016000,2026-09-08T10:51:42.894+08:00,2024
749,50.047000,2026-09-08T10:51:42.925+08:00,2025
750,50.078000,2026-09-08T10:51:42.956+08:00,2025
751,50.094000,2026-09-08T10:51:42.972+08:00,2023
752,50.125000,2026-09-08T10:51:43.003+08:00,2023
753,50.157000,2026-09-08T10:51:43.035+08:00,2023
754,50.172000,2026-09-08T10:51:43.050+08:00,2023
755,50.203000,2026-09-08T10:51:43.081+08:00,2019
756,50.235000,2026-09-08T10:51:43.113+08:00,2019
757,50.250000,2026-09-08T10:51:43.128+08:00,2020
758,50.282000,2026-09-08T10:51:43.160+08:00,2019
759,50.297000,2026-09-08T10:51:43.175+08:00,2017
760,50.328000,2026-09-08T10:51:43.206+08:00,2016
761,50.360000,2026-09-08T10:51:43.238+08:00,2018
762,50.375000,2026-09-08T10:51:43.253+08:00,2018
763,50.407000,2026-09-08T10:51:43.285+08:00,2018
764,50.438000,2026-09-08T10:51:43.316+08:00,2021
765,50.453000,2026-09-08T10:51:43.331+08:00,2022
766,50.485000,2026-09-08T10:51:43.363+08:00,2030
767,50.516000,2026-09-08T10:51:43.394+08:00,2025
768,50.532000,2026-09-08T10:51:43.410+08:00,2024
769,50.563000,2026-09-08T10:51:43.441+08:00,2024
770,50.594000,2026-09-08T10:51:43.472+08:00,2024
771,50.610000,2026-09-08T10:51:43.488+08:00,2024
772,50.641000,2026-09-08T10:51:43.519+08:00,2024
773,50.672000,2026-09-08T10:51:43.550+08:00,2023
774,50.688000,2026-09-08T10:51:43.566+08:00,2022
775,50.719000,2026-09-08T10:51:43.597+08:00,2022
776,50.750000,2026-09-08T10:51:43.628+08:00,2020
777,50.766000,2026-09-08T10:51:43.644+08:00,2018
778,50.797000,2026-09-08T10:51:43.675+08:00,2017
779,50.828000,2026-09-08T10:51:43.706+08:00,2018
780,50.844000,2026-09-08T10:51:43.722+08:00,2017
781,50.875000,2026-09-08T10:51:43.753+08:00,2018
782,50.907000,2026-09-08T10:51:43.785+08:00,2019
783,50.922000,2026-09-08T10:51:43.800+08:00,2021
784,50.953000,2026-09-08T10:51:43.831+08:00,2025
785,50.985000,2026-09-08T10:51:43.863+08:00,2023
786,51.000000,2026-09-08T10:51:43.878+08:00,2024
787,51.032000,2026-09-08T10:51:43.910+08:00,2026
788,51.063000,2026-09-08T10:51:43.941+08:00,2027
789,51.078000,2026-09-08T10:51:43.956+08:00,2026
790,51.110000,2026-09-08T10:51:43.988+08:00,2028
791,51.141000,2026-09-08T10:51:44.019+08:00,2027
792,51.157000,2026-09-08T10:51:44.035+08:00,2024
793,51.188000,2026-09-08T10:51:44.066+08:00,2027
794,51.219000,2026-09-08T10:51:44.097+08:00,2025
795,51.235000,2026-09-08T10:51:44.113+08:00,2022
796,51.266000,2026-09-08T10:51:44.144+08:00,2018
797,51.297000,2026-09-08T10:51:44.175+08:00,2017
798,51.313000,2026-09-08T10:51:44.191+08:00,2018
799,51.344000,2026-09-08T10:51:44.222+08:00,2016
800,51.375000,2026-09-08T10:51:44.253+08:00,2019
801,51.391000,2026-09-08T10:51:44.269+08:00,2021
802,51.422000,2026-09-08T10:51:44.300+08:00,2022
803,51.453000,2026-09-08T10:51:44.331+08:00,2024
804,51.469000,2026-09-08T10:51:44.347+08:00,2025
805,51.500000,2026-09-08T10:51:44.378+08:00,2023
806,51.532000,2026-09-08T10:51:44.410+08:00,2028
807,51.547000,2026-09-08T10:51:44.425+08:00,2028
808,51.578000,2026-09-08T10:51:44.456+08:00,2027
809,51.610000,2026-09-08T10:51:44.488+08:00,2028
810,51.625000,2026-09-08T10:51:44.503+08:00,2032
811,51.657000,2026-09-08T10:51:44.535+08:00,2027
812,51.688000,2026-09-08T10:51:44.566+08:00,2029
813,51.703000,2026-09-08T10:51:44.581+08:00,2029
814,51.735000,2026-09-08T10:51:44.613+08:00,2026
815,51.766000,2026-09-08T10:51:44.644+08:00,2024
816,51.782000,2026-09-08T10:51:44.660+08:00,2020
817,51.813000,2026-09-08T10:51:44.691+08:00,2022
818,51.844000,2026-09-08T10:51:44.722+08:00,2022
819,51.860000,2026-09-08T10:51:44.738+08:00,2022
820,51.891000,2026-09-08T10:51:44.769+08:00,2020
821,51.922000,2026-09-08T10:51:44.800+08:00,2021
822,51.938000,2026-09-08T10:51:44.816+08:00,2022
823,51.969000,2026-09-08T10:51:44.847+08:00,2025
824,52.000000,2026-09-08T10:51:44.878+08:00,2026
825,52.016000,2026-09-08T10:51:44.894+08:00,2027
826,52.047000,2026-09-08T10:51:44.925+08:00,2029
827,52.078000,2026-09-08T10:51:44.956+08:00,2030
828,52.094000,2026-09-08T10:51:44.972+08:00,2029
829,52.125000,2026-09-08T10:51:45.003+08:00,2031
830,52.157000,2026-09-08T10:51:45.035+08:00,2031
831,52.172000,2026-09-08T10:51:45.050+08:00,2031
832,52.203000,2026-09-08T10:51:45.081+08:00,2034
833,52.235000,2026-09-08T10:51:45.113+08:00,2030
834,52.250000,2026-09-08T10:51:45.128+08:00,2029
835,52.282000,2026-09-08T10:51:45.160+08:00,2026
836,52.313000,2026-09-08T10:51:45.191+08:00,2027
837,52.328000,2026-09-08T10:51:45.206+08:00,2025
838,52.360000,2026-09-08T10:51:45.238+08:00,2025
839,52.391000,2026-09-08T10:51:45.269+08:00,2024
840,52.407000,2026-09-08T10:51:45.285+08:00,2026
841,52.438000,2026-09-08T10:51:45.316+08:00,2027
842,52.469000,2026-09-08T10:51:45.347+08:00,2026
843,52.485000,2026-09-08T10:51:45.363+08:00,2029
844,52.516000,2026-09-08T10:51:45.394+08:00,2029
845,52.547000,2026-09-08T10:51:45.425+08:00,2034
846,52.563000,2026-09-08T10:51:45.441+08:00,2034
847,52.594000,2026-09-08T10:51:45.472+08:00,2032
848,52.625000,2026-09-08T10:51:45.503+08:00,2032
849,52.641000,2026-09-08T10:51:45.519+08:00,2037
850,52.672000,2026-09-08T10:51:45.550+08:00,2034
851,52.703000,2026-09-08T10:51:45.581+08:00,2033
852,52.719000,2026-09-08T10:51:45.597+08:00,2035
853,52.750000,2026-09-08T10:51:45.628+08:00,2036
854,52.782000,2026-09-08T10:51:45.660+08:00,2035
855,52.797000,2026-09-08T10:51:45.675+08:00,2031
856,52.828000,2026-09-08T10:51:45.706+08:00,2029
857,52.860000,2026-09-08T10:51:45.738+08:00,2026
858,52.875000,2026-09-08T10:51:45.753+08:00,2029
859,52.907000,2026-09-08T10:51:45.785+08:00,2026
860,52.938000,2026-09-08T10:51:45.816+08:00,2028
861,52.953000,2026-09-08T10:51:45.831+08:00,2026
862,52.985000,2026-09-08T10:51:45.863+08:00,2029
863,53.016000,2026-09-08T10:51:45.894+08:00,2031
864,53.032000,2026-09-08T10:51:45.910+08:00,2029
865,53.063000,2026-09-08T10:51:45.941+08:00,2032
866,53.094000,2026-09-08T10:51:45.972+08:00,2035
867,53.110000,2026-09-08T10:51:45.988+08:00,2034
868,53.141000,2026-09-08T10:51:46.019+08:00,2037
869,53.172000,2026-09-08T10:51:46.050+08:00,2036
870,53.188000,2026-09-08T10:51:46.066+08:00,2037
871,53.219000,2026-09-08T10:51:46.097+08:00,2035
872,53.250000,2026-09-08T10:51:46.128+08:00,2033
873,53.266000,2026-09-08T10:51:46.144+08:00,2034
874,53.297000,2026-09-08T10:51:46.175+08:00,2035
875,53.313000,2026-09-08T10:51:46.191+08:00,2031
876,53.344000,2026-09-08T10:51:46.222+08:00,2030
877,53.375000,2026-09-08T10:51:46.253+08:00,2027
878,53.407000,2026-09-08T10:51:46.285+08:00,2027
879,53.422000,2026-09-08T10:51:46.300+08:00,2026
880,53.453000,2026-09-08T10:51:46.331+08:00,2028
881,53.485000,2026-09-08T10:51:46.363+08:00,2027
882,53.500000,2026-09-08T10:51:46.378+08:00,2027
883,53.532000,2026-09-08T10:51:46.410+08:00,2030
884,53.547000,2026-09-08T10:51:46.425+08:00,2027
885,53.578000,2026-09-08T10:51:46.456+08:00,2033
886,53.610000,2026-09-08T10:51:46.488+08:00,2029
887,53.625000,2026-09-08T10:51:46.503+08:00,2035
888,53.657000,2026-09-08T10:51:46.535+08:00,2033
889,53.688000,2026-09-08T10:51:46.566+08:00,2035
890,53.703000,2026-09-08T10:51:46.581+08:00,2036
891,53.735000,2026-09-08T10:51:46.613+08:00,2036
892,53.766000,2026-09-08T10:51:46.644+08:00,2035
893,53.782000,2026-09-08T10:51:46.660+08:00,2034
894,53.813000,2026-09-08T10:51:46.691+08:00,2033
895,53.844000,2026-09-08T10:51:46.722+08:00,2033
896,53.860000,2026-09-08T10:51:46.738+08:00,2031
897,53.891000,2026-09-08T10:51:46.769+08:00,2030
898,53.922000,2026-09-08T10:51:46.800+08:00,2028
899,53.938000,2026-09-08T10:51:46.816+08:00,2029
900,53.969000,2026-09-08T10:51:46.847+08:00,2029
901,54.000000,2026-09-08T10:51:46.878+08:00,2032
902,54.032000,2026-09-08T10:51:46.910+08:00,2033
903,54.047000,2026-09-08T10:51:46.925+08:00,2034
904,54.078000,2026-09-08T10:51:46.956+08:00,2035
905,54.094000,2026-09-08T10:51:46.972+08:00,2039
906,54.125000,2026-09-08T10:51:47.003+08:00,2040
907,54.157000,2026-09-08T10:51:47.035+08:00,2038
908,54.172000,2026-09-08T10:51:47.050+08:00,2038
909,54.203000,2026-09-08T10:51:47.081+08:00,2039
910,54.235000,2026-09-08T10:51:47.113+08:00,2038
911,54.250000,2026-09-08T10:51:47.128+08:00,2039
912,54.282000,2026-09-08T10:51:47.160+08:00,2036
913,54.313000,2026-09-08T10:51:47.191+08:00,2042
914,54.328000,2026-09-08T10:51:47.206+08:00,2035
915,54.360000,2026-09-08T10:51:47.238+08:00,2038
916,54.391000,2026-09-08T10:51:47.269+08:00,2033
917,54.407000,2026-09-08T10:51:47.285+08:00,2032
918,54.438000,2026-09-08T10:51:47.316+08:00,2030
919,54.469000,2026-09-08T10:51:47.347+08:00,2029
920,54.485000,2026-09-08T10:51:47.363+08:00,2031
921,54.516000,2026-09-08T10:51:47.394+08:00,2031
922,54.547000,2026-09-08T10:51:47.425+08:00,2031
923,54.563000,2026-09-08T10:51:47.441+08:00,2033
924,54.594000,2026-09-08T10:51:47.472+08:00,2036
925,54.625000,2026-09-08T10:51:47.503+08:00,2039
926,54.641000,2026-09-08T10:51:47.519+08:00,2035
927,54.672000,2026-09-08T10:51:47.550+08:00,2035
928,54.703000,2026-09-08T10:51:47.581+08:00,2037
929,54.719000,2026-09-08T10:51:47.597+08:00,2040
930,54.750000,2026-09-08T10:51:47.628+08:00,2039
931,54.782000,2026-09-08T10:51:47.660+08:00,2039
932,54.797000,2026-09-08T10:51:47.675+08:00,2039
933,54.828000,2026-09-08T10:51:47.706+08:00,2037
934,54.860000,2026-09-08T10:51:47.738+08:00,2038
935,54.875000,2026-09-08T10:51:47.753+08:00,2035
936,54.907000,2026-09-08T10:51:47.785+08:00,2034
937,54.938000,2026-09-08T10:51:47.816+08:00,2030
938,54.953000,2026-09-08T10:51:47.831+08:00,2030
939,54.985000,2026-09-08T10:51:47.863+08:00,2030
940,55.016000,2026-09-08T10:51:47.894+08:00,2031
941,55.032000,2026-09-08T10:51:47.910+08:00,2032
942,55.063000,2026-09-08T10:51:47.941+08:00,2038
943,55.094000,2026-09-08T10:51:47.972+08:00,2037
944,55.110000,2026-09-08T10:51:47.988+08:00,2040
945,55.141000,2026-09-08T10:51:48.019+08:00,2037
946,55.172000,2026-09-08T10:51:48.050+08:00,2040
947,55.188000,2026-09-08T10:51:48.066+08:00,2039
948,55.219000,2026-09-08T10:51:48.097+08:00,2040
949,55.250000,2026-09-08T10:51:48.128+08:00,2041
950,55.266000,2026-09-08T10:51:48.144+08:00,2042
951,55.297000,2026-09-08T10:51:48.175+08:00,2041
952,55.328000,2026-09-08T10:51:48.206+08:00,2041
953,55.344000,2026-09-08T10:51:48.222+08:00,2040
954,55.375000,2026-09-08T10:51:48.253+08:00,2041
955,55.407000,2026-09-08T10:51:48.285+08:00,2041
956,55.422000,2026-09-08T10:51:48.300+08:00,2040
957,55.453000,2026-09-08T10:51:48.331+08:00,2038
